Headline,Datetime
"עכשיומטה המשפחות על סימני הירי בגופות החטופים: ""בכל דקה חטוף נוסף יכול למות""",
בכיר מצרי: סינוואר דורש בעסקה התחייבות שלא יחוסל,2024-08-21T17:25:38
"גבר נדקר באשדוד, מצבו קשה",2024-08-21T17:20:55
"עכשיוהתנועה הקיבוצית: ""רגב סיפקה עשר סיבות למה היא לא מתאימה להוביל את הטקס""",
"29 אנשי צוות חולצו מהספינה ""סוניון"", שהותקפה בים האדום והפסיקה לשוט",2024-08-22T08:21:09
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",2024-08-22T08:15:09
טביעת היאכטה באיטליה: אותרה גופתו של יזם ההייטק הבריטי מייק לינץ',2024-08-22T08:04:35
התביעה הצבאית ביקשה להאריך בשבועיים את מעצר 5 החשודים בפרשת שדה תימן,2024-08-22T07:50:23
אישום הוגש נגד 2 הקטינים שתכננו להשליך בקבוקי תבערה על רכבים ליד כרמיאל,2024-08-22T07:46:30
"אישום: רופא מתמחה מסורוקה נשבע אמונים לדאע""ש וצרך תכנים קשים ברשת",2024-08-22T07:38:13
אזעקה בקריית שמונה,2024-08-22T07:36:15
"המשטרה ושב""כ: עצרנו 4 חשודים באירועי טרור נגד פלסטינים, בהם הפרעות בג'ית",2024-08-22T07:33:24
"היום: ניסויים יתקיימו בשטח מכון דוד של חברת רפאל בקריות, עשוי להישמע רעש",2024-08-22T07:25:40
"3 מחבלים חמושים חוסלו בתקיפה אווירית בטול כרם. צה""ל: הפעילות שם נמשכת",2024-08-22T07:23:01
גורם מדיני: נתניהו לא שינה את עמדתו בנוגע לציר פילדלפי,2024-08-22T07:13:46
רוסיה: מקלטי בטון נבנים בקורסק כדי להגן על התושבים מהפלישה האוקראינית,2024-08-22T07:03:22
"צה""ל: עשרות מחבלים חוסלו ברצועה ביממה האחרונה,  תשתיות טרור הושמדו",2024-08-22T06:55:14
הפלסטינים: 3 הרוגים בתקיפה הישראלית במחנה הפליטים טול כרם,2024-08-22T06:48:28
"הרמטכ""ל על ראש אמ""ן הנכנס: ""האדם הנכון לתפקיד""",2024-08-21T17:16:39
עכשיותביעה אזרחית בסך כ-4 מיליון שקלים נגד  מארגני מסיבת הטבע שבה מתה טוהר דוד,
"הממונה על החטופים מטעם צה""ל יגיע לדיון בבג""ץ בהשבת גופת המחבל וליד דקה",2024-08-20T14:17:42
"צה""ל: גופות ששת החטופים חולצו ממנהרה עם פתח בעומק 10 מטרים",2024-08-20T14:04:34
"פועל נפל מגובה באתר בנייה בראשל""צ, מצבו קשה",2024-08-20T13:29:49
"איראן: ""תקופת ההמתנה לתגובה נגד ישראל עלולה להיות ארוכה""",2024-08-20T13:15:03
נעצר חשוד נוסף בתקיפת הנשים מרהט שנכנסו בטעות למאחז בשומרון,2024-08-20T13:06:31
"מטה משפחות החטופים: ""דברי נתניהו מהווים הלכה למעשה טרפוד של העסקה""",2024-08-20T13:03:27
"קיבוץ בארי נגד הטקס הממשלתי לציון 7/10: ""תתעסקו בחיים שאפשר להציל""",2024-08-20T12:37:45
"ההסתדרות עתרה לבג""ץ נגד ההחלטה כי רה""מ יוכל למנות את נציב שירות המדינה",2024-08-20T12:23:55
"נתניהו: ""הדבר הראשון הוא לחסל את חמאס, הדבר השני - להחזיר את החטופים""",2024-08-20T12:19:56
"צה""ל תקף משגר ומבנה צבאי של חיזבאללה בדרום לבנון",2024-08-20T12:06:53
"הפלסטינים: 12 הרוגים חולצו מהריסות בית הספר שהותקף על-ידי צה""ל בעזה",2024-08-20T11:48:10
"צה""ל: כ-40 מחבלים חוסלו באזור רפיח, חיל האוויר תקף שניים שיצאו ממנהרה",2024-08-20T11:39:02
"חשד: תושב לוד התחזה לחרדי וגנב ציוד אישי מקצינה שביקרה את בן זוגה בבי""ח",2024-08-20T11:34:25
"נתניהו למשפחות חטופים: לא בטוח שתהיה עסקה, מציר פילדלפי בשום מצב לא נצא",2024-08-20T11:27:28
"נשיא מצרים נפגש עם בלינקן: ""הגיע הזמן לסיים את המלחמה ולקדם שלום""",2024-08-20T11:15:04
"נציגי ""פורום הגבורה"": רה""מ הבהיר שלא יוותר על ציר פילדלפי ונצרים",2024-08-20T11:10:37
בשל עומס מבקרים: ציבור המטיילים מתבקש לא להגיע לנחל השופט,2024-08-20T11:09:19
שריפת הקוצים בגליל המערבי: הושגה שליטה על האש,2024-08-20T10:58:08
חמאס: דבריו של ביידן לא מייצגים את עמדתנו לגבי הסכם הפסקת אש,2024-08-20T10:45:34
"המשטרה איתרה מטול RPG בחניון בניין בנתניה, חשד שהיה בשימוש חמאס בעזה",2024-08-20T10:25:13
שיעור האבטלה ביולי ירד לשפל של 2.8%,2024-08-20T10:19:08
האישה המבוגרת בעולם הלכה לעולמה בגיל 117,2024-08-20T10:17:04
לאחר הירי מלבנון: שריפות קוצים פרצו בגליל המערבי,2024-08-20T10:10:38
דיווח: תקיפה בעיירה בדרום לבנון,2024-08-20T09:51:46
הירי לגליל המערבי: כ-20 שיגורים חצו מלבנון,2024-08-20T09:51:00
החשוד ברצח הסוהר יוחאי אבני יועבר למתקן ביטחוני,2024-08-20T09:46:08
"המוסד מגיב לעינב צנגאוקר: ""הדברים שיוחסו לדדי ברנע לא נאמרו""",2024-08-20T09:42:58
שורת אזעקות בגליל המערבי,2024-08-20T09:33:27
"דובר צה""ל: האזעקה בשתולה - זיהוי שווא",2024-08-20T09:31:38
הפלסטינים: יותר מ-20 הרוגים בתקיפת בית הספר בעזה,2024-08-20T09:26:18
אזעקה בשתולה שבגליל המערבי,2024-08-20T09:23:41
"שגריר בריטניה בישראל, על חילוץ הגופות: ""הסבל נמשך זמן רב מדי, זה הזמן לעסקה""",2024-08-20T09:10:45
"משפחתו של יגב בוכשטב, שגופתו חולצה: ""הוא שרד עד פברואר, ניתן היה להציל אותו""",2024-08-20T09:02:46
"עינב צנגאוקר: ""ראש המוסד אמר לי שלא תיתכן עסקה בקונסטלציה הפוליטית""",2024-08-20T09:01:04
"שריפת יער פרצה סמוך לצור יצחק בשרון, 15 צוותים פועלים לכבותה",2024-08-20T08:56:47
עובד בית אבות ממזרח ירושלים חשוד בביצוע עבירות מין במטופלת סיעודית,2024-08-20T08:53:28
"מטוסי קרב תקפו מחבלים במתחם של חמאס, שהוסתר בבית ספר בעזה",2024-08-20T08:44:51
"דיווח בעזה: הרוגים בתקיפת צה""ל בחאן יונס",2024-08-20T08:30:23
"קרוב החטופה כרמל גת: יכולנו להחזיר קשישים בעסקה, את חלקם קיבלנו מאוחר מדי",2024-08-20T08:21:04
"בלינקן הגיע למצרים, לקראת המו""מ על עסקה",2024-08-20T08:03:44
החשוד ברצח הסוהר יוחאי אבני לא יואשם בביצוע פיגוע,2024-08-20T07:50:40
"לפיד על חילוץ גופות החטופים: ""הם היו בחיים""",2024-08-20T07:39:25
פעולות החייאה בצעיר שטבע בבריכה בבית דגן,2024-08-20T07:37:42
"הרצוג: ""אסור לחדול מלפעול להשבת כל החטופים לנוף מולדתם""",2024-08-20T07:23:07
"דיווח בלבנון: ירי ארטילרי בדרום המדינה, נעצרה אספקת החשמל לתחנת שאיבת מים",2024-08-20T07:19:04
"גלנט: ""המבצע לחילוץ החללים - ביטוי לחופש הפעולה המבצעי שהשגנו בעזה""",2024-08-20T07:16:28
"בן גביר: ""את החטופים החיים, ואלו שאינם, יש להשיב רק על ידי לחץ צבאי עצים""",2024-08-20T07:13:23
"בצהריים: ניסויים יתקיימו בשטח מכון דוד של חברת רפאל בקריות, עשוי להישמע רעש",2024-08-20T07:10:54
נתניהו: נמשיך לעשות כל מאמץ כדי להשיב את כל חטופינו - החיים והחללים כאחד,2024-08-20T07:08:14
"חילוץ גופות החטופים: במוקד הפשיטה בחאן יונס, בשיתוף עם כוחות שב""כ",2024-08-20T07:05:21
קיבוץ ניר עוז עדכן: גם גופתו של אלכס דנציג חולצה מעזה,2024-08-20T07:00:25
"אסיר נדקר בקטטה בבית הסוהר ""רימונים""",2024-08-20T06:51:58
"קיבוץ ניר עוז מודיע: במבצע צה""ל הושבה גם גופתו של חיים פרי",2024-08-20T06:18:25
"ראש המועצה האזורית אשכול: ""כל יום שעובר הוא סכנת חיים ממשית לחטופים""",2024-08-20T06:12:31
"אימו של החטוף אורי דנינו: ""סליחה שזה לוקח הרבה זמן, אנחנו לא מוותרים עלייך""",2024-08-20T06:10:19
ניר עוז: גם גופת יורם מצגר הושבה לישראל,2024-08-20T05:59:10
"מטה משפחות החטופים: ""אברהם מונדר נחטף בחיים, והיה צריך לשוב בחיים""",2024-08-20T05:56:18
"אחיינו של אברהם מונדר, שגופתו חולצה: ""בשורה קשה. תעודת כישלון לישראל""",2024-08-20T05:50:43
חיזבאללה לקח אחריות על המטחים לצפון,2024-08-20T05:46:42
"צה""ל: 55 שיגורים זוהו מלבנון, חיל האוויר תקף את אחד המשגרים מהם בוצע הירי",2024-08-20T05:45:14
פיקוד העורף יקיים היום תרגיל צופרים באזור ירושלים,2024-08-20T05:42:08
קיבוץ נירים: גופותיהם של נדב פופלוול ויגב בוכשטב חולצו מעזה,2024-08-20T05:41:27
"אחיינו של אברהם מונדר: ""צה""ל חילץ את גופתו מתוך מנהרה""",2024-08-20T05:33:02
"המטחים לצפון: לפחות 40 שיגורים מלבנון, כ-10 יורטו",2024-08-20T05:24:11
דיווח בלבנון: מטח רקטות שוגר ליישובי הגליל והגולן בישראל,2024-08-20T05:19:22
אזעקות בקצרין,2024-08-20T05:16:41
אזעקות נוספות בגולן,2024-08-20T05:15:16
קיבוץ ניר עוז: אברהם מונדר נרצח בשבי,2024-08-20T05:12:43
אזעקות גם בגולן,2024-08-20T05:03:24
אזעקות בעמק החולה,2024-08-20T05:02:08
"הפלסטינים: כוחות צה""ל נכנסו הלילה לעיר טובאס בשומרון, מלווים בדחפור",2024-08-20T04:25:41
"מאסק על כוונתו של טראמפ למנות אותו כחבר קבינט או כיועץ: ""אני מוכן לשרת""",2024-08-20T04:22:28
"גבר נדקר בקריית גת, מצבו קשה",2024-08-20T04:18:00
"ביידן בוועידה הדמוקרטית: ""המפגינים צודקים - צריך לסיים את המלחמה""",2024-08-20T04:14:32
"טראמפ: האריס ביטלה את העימות ב-4 בספטמבר, זה קשה עבורה",2024-08-20T04:13:28
פעולות החייאה ברוכב אופנוע שנפצע אנוש ליד כפר סבא,2024-08-20T04:10:07
"ביידן עלה לנאום בוועידה הדמוקרטית בשיקגו, ותקף את טראמפ: ""הוא לוזר""",2024-08-20T03:54:49
"צה""ל תקף שני משגרים שהיו מוכנים לירי לעבר ישראל",2024-08-20T03:38:20
"אוקראינה: פיצוצים נשמעו בקייב, ההגנה האווירית הופעלה",2024-08-20T03:20:03
התחזית: ירידה בטמפרטורות,2024-08-20T02:45:01
האזעקות בגליל העליון - זיהוי שווא,2024-08-20T01:25:45
"האריס בוועידה הדמוקרטית בשיקגו: ""כשאנחנו נלחמים - אנחנו מנצחים""",2024-08-20T01:19:50
"טראמפ: ""אם אבחר, אמנה את אילון מאסק כיועץ או כחבר קבינט""",2024-08-20T01:05:00
אזעקות בגליל העליון,2024-08-20T01:00:42
"מושל יהודי בארה""ב תקף את טראמפ: ""האחרון שיכול לדבר על אנטישמיות""",2024-08-20T00:53:31
"בכירי מודיעין בארה""ב: איראן פרצה לקמפיינים של טראמפ והאריס",2024-08-19T23:07:21
"בכיר חמאס: ""התקשורת עם סינוואר חלקה, הוא מקבל החלטות על העסקה""",2024-08-19T22:40:18
"ארה""ב: מפגינים פרו-פלסטינים פרצו מחסום משטרתי בוועידה הדמוקרטית",2024-08-19T22:13:02
"בכיר חמאס: השיחה בין בלינקן לנתניהו מעלה ""אי-בהירות רבה"" בנוגע לעסקה",2024-08-19T21:55:42
האזעקה בגליל העליון - זיהוי שווא,2024-08-19T21:42:08
אזעקה בגליל העליון,2024-08-19T21:29:31
"צעיר נורה ברהט, מצבו קשה",2024-08-19T21:05:06
חיזבאללה הכריז על מותו של פעיל נוסף משורותיו,2024-08-19T20:24:02
"משלחת נוספת צפויה לצאת לקהיר: ""אם חמאס לא יגיע לפסגה, זה לא שווה כלום""",2024-08-19T20:15:10
"דיווח: סינוואר מאמין שהמו""מ הוא ""בלוף"" שנועד לספק זמן לתמרון בעזה",2024-08-19T20:03:54
